Type of Contact,TypeofOrganization,Subtype,Name of Organization,City,Province,Office or Location or Program,Alternate or Previous Name,Mailing Address,Physical Address,Directions to Address,Postal Code,Phone 1,Phone 1 Ext,Phone 2,Toll Free 1,Toll Free 1 Ext,Fax 1,Fax 2,Email 1,Email 2,Website 1,Website 2,Affiliations,Pronunciation,Region,Region Number,INAC #
First Nations,First Nation Communities,,Gingolx Village Government,Kincolith,BC,Nisga’a Village of Gingolx,,607 Front St.,,,V0V 1B0,250-326-4212,,,,,250-326-4208,,,,http://www.gingolx.ca/,,Nisga’a Lisims Government,nis-gah,North Coast,7,671
First Nations,Treaty First Nations Government,,Gingolx Village Government,Kincolith,BC,Nisga’a Village of Gingolx,,607 Front St.,,,V0V 1B0,250-326-4212,,,,,250-326-4208,,,,http://www.gingolx.ca/,,Nisga’a Lisims Government,nis-gah,North Coast,7,671
First Nations,First Nation Communities,,Gitanmaax Band Council,Hazelton,BC,,,PO Box 440,4240 Field St.,,V0J 1Y0,250-842-5297,,,1-800-663-4590,,250-842-6364,,info@gitanmaax.com,,www.gitanmaax.com,,,git-n-max,North Coast,7,531
First Nations,First Nation Communities,,Gitanyow Band Council,Kitwanga,BC,,,PO Box 340,"1363 1st Ave., Gitanyow, BC",,V0J 2A0,250-849-5222,,,,,250-849-5787,,reception@band.gitanyow.com,,www.gitanyow.com,,Gitksan Government Commission,git-n-yow,North Coast,7,537
First Nations,Tribal Councils/Affiliations,,Gitanyow Hereditary Chiefs' Office,Kitwanga,BC,,,PO Box 148,"4581 4th Ave., Gitanyow",,V0J 2A0,250-849-5373,,,,,250-849-5375,,,,www.gitanyow.com,,,git-n-yow,North Coast,7,
First Nations,First Nation Communities,,Gitga'at First Nation,Hartley Bay,BC,,Hartley Bay Band Council,445 Hayimiisaxaa Way,,,V0V 1A0,250-841-2500,,,,,250-841-2541,,hbvc@gitgaat.net,,www.gitgaat.net,,,,North Coast,7,675
First Nations,Tribal Councils/Affiliations,,Gitksan Watershed Authorities,Hazelton,BC,Kispiox Office,,PO Box 166,,,V0J 1Y0,250-842-2213,,,,,250-842-2253,,marj@gitksanwatershed.com,,http://gitksanwatershed.com/,,Gitxsan Hereditary Chiefs,gicks-san,North Coast,7,
First Nations,Tribal Councils/Affiliations,,Gitksan Watershed Authorities,Victoria,BC,Victoria Office,,419-620 View St.,,,V8W 1J6,250-381-5161,,,,,250-381-5162,,,,http://gitksanwatershed.com/,,Gitxsan Hereditary Chiefs,gicks-san,Vancouver Island/Coast,2,
Services and Agencies,Arts and Culture,,Gitksan Wet’suwet’en Education Society,Hazelton,BC,,,PO Box 418,"4125 River Rd., Hazelton, BC",,V0J 1Y0,250-842-0216,,,1-866-842-0216,,250-842-2219,,receptionist@gwes.ca,,www.gwes.ca,,"First Nations High School, Hazelton Youth Healing Lodge, Wilp Gus Di Motxw, SMILES Daycare, Grease Trail Arts",gicks-san wet-so-a-den,North Coast,7,
Services and Agencies,Education,,Gitksan Wet’suwet’en Education Society,Hazelton,BC,,,PO Box 418,"4125 River Rd., Hazelton, BC",,V0J 1Y0,250-842-0216,,,1-866-842-0216,,250-842-2219,,receptionist@gwes.ca,,www.gwes.ca,,"First Nations High School, Hazelton Youth Healing Lodge, Wilp Gus Di Motxw, SMILES Daycare, Grease Trail Arts",gicks-san wet-so-a-den,North Coast,7,
Services and Agencies,Languages,,Gitksan Wet’suwet’en Education Society,Hazelton,BC,,,PO Box 418,"4125 River Rd., Hazelton, BC",,V0J 1Y0,250-842-0216,,,1-866-842-0216,,250-842-2219,,receptionist@gwes.ca,,www.gwes.ca,,"First Nations High School, Hazelton Youth Healing Lodge, Wilp Gus Di Motxw, SMILES Daycare, Grease Trail Arts",gicks-san wet-so-a-den,North Coast,7,
First Nations,First Nation Communities,,Gitlaxt'aamix Village Government,New Aiyansh,BC,New Aiyansh Village Government,,PO Box 233,5200 Skateen Ave.,,V0J 1A0,250-633-3100,,,1-877-588-2388,,250-633-2271,,,,http://www.gitlaxtaamiks.com/,,Nisga’a Lisims Government,new eye-annch,North Coast,7,677
First Nations,Treaty First Nations Government,,Gitlaxt'aamix Village Government,New Aiyansh,BC,New Aiyansh Village Government,,PO Box 233,5200 Skateen Ave.,,V0J 1A0,250-633-3100,,,1-877-588-2388,,250-633-2271,,,,http://www.gitlaxtaamiks.com/,,Nisga’a Lisims Government,new eye-annch,North Coast,7,677
Services and Agencies,Arts and Culture,,Gitmaxmak’ay Nisga’a Prince Rupert/Port Edward Society,Prince Rupert,BC,,,301 - 860 3rd Ave. W.,,,V8J 1M6,250-627-1595,,,1-866-627-1590,,250-627-1575,,,,www.nnkn.ca,,Nisga'a Lisims Government,git-ma-mgai nis-gah,North Coast,7,
Services and Agencies,Business and Economic Development,,Gitmaxmak’ay Nisga’a Prince Rupert/Port Edward Society,Prince Rupert,BC,,,301 - 860 3rd Ave. W.,,,V8J 1M6,250-627-1595,,,1-866-627-1590,,250-627-1575,,,,www.nnkn.ca,,Nisga'a Lisims Government,git-ma-mgai nis-gah,North Coast,7,
Services and Agencies,Child and Family Services Agencies,Urban Aboriginal Child and Family Services Agencies,Gitmaxmak’ay Nisga’a Prince Rupert/Port Edward Society,Prince Rupert,BC,,,301 - 860 3rd Ave. W.,,,V8J 1M6,250-627-1595,,,1-866-627-1590,,250-627-1575,,,,www.nnkn.ca,,Nisga'a Lisims Government,git-ma-mgai nis-gah,North Coast,7,
Services and Agencies,Education,,Gitmaxmak’ay Nisga’a Prince Rupert/Port Edward Society,Prince Rupert,BC,,,301 - 860 3rd Ave. W.,,,V8J 1M6,250-627-1595,,,1-866-627-1590,,250-627-1575,,,,www.nnkn.ca,,Nisga'a Lisims Government,git-ma-mgai nis-gah,North Coast,7,
Services and Agencies,"Employment, Job Search and Placement",,Gitmaxmak’ay Nisga’a Prince Rupert/Port Edward Society,Prince Rupert,BC,,,301 - 860 3rd Ave. W.,,,V8J 1M6,250-627-1595,,,1-866-627-1590,,250-627-1575,,,,www.nnkn.ca,,Nisga'a Lisims Government,git-ma-mgai nis-gah,North Coast,7,
Services and Agencies,Family and Youth Services,,Gitmaxmak’ay Nisga’a Prince Rupert/Port Edward Society,Prince Rupert,BC,,,301 - 860 3rd Ave. W.,,,V8J 1M6,250-627-1595,,,1-866-627-1590,,250-627-1575,,,,www.nnkn.ca,,Nisga'a Lisims Government,git-ma-mgai nis-gah,North Coast,7,
Services and Agencies,Health Services,,Gitmaxmak’ay Nisga’a Prince Rupert/Port Edward Society,Prince Rupert,BC,,,301 - 860 3rd Ave. W.,,,V8J 1M6,250-627-1595,,,1-866-627-1590,,250-627-1575,,,,www.nnkn.ca,,Nisga'a Lisims Government,git-ma-mgai nis-gah,North Coast,7,
Services and Agencies,Languages,,Gitmaxmak’ay Nisga’a Prince Rupert/Port Edward Society,Prince Rupert,BC,,,301 - 860 3rd Ave. W.,,,V8J 1M6,250-627-1595,,,1-866-627-1590,,250-627-1575,,,,www.nnkn.ca,,Nisga'a Lisims Government,git-ma-mgai nis-gah,North Coast,7,
Services and Agencies,Youth Organizations and Resources,,Gitmaxmak’ay Nisga’a Prince Rupert/Port Edward Society,Prince Rupert,BC,,,301 - 860 3rd Ave. W.,,,V8J 1M6,250-627-1595,,,1-866-627-1590,,250-627-1575,,,,www.nnkn.ca,,Nisga'a Lisims Government,git-ma-mgai nis-gah,North Coast,7,
First Nations,First Nation Communities,,Gitsegukla Band Council,South Hazelton,BC,,,710 Ray Charles Ave.,,,V0J 2J3,250-849-5490,,,,,250-849-5492,,bandmanager@gitsegukla.net,,www.gitsegukla.net,,,gits-a guk-la,North Coast,7,535
First Nations,First Nation Communities,,Gitwangak Band Council,Kitwanga,BC,,,PO Box 400,,,V0J 2A0,250-849-5591,,,,,250-849-5353,,reception@gitwangakband.ca,,,,"Gitwangak Health Authority, Gitwangak Education Society",git-wan-gawk,North Coast,7,536
First Nations,First Nation Communities,,Gitxaala Nation,Kitkatla,BC,,Kitkatla First Nation,PO Box 149,11 Ocean Dr.,,V0V 1C0,250-848-2214,,,1-877-848-2214,,250-848-2238,,reception@gitxaalanation.com,,,,,git-gath-la,North Coast,7,672
Services and Agencies,Child and Family Services Agencies,First Nations Child and Family Services Agencies,Gitxsan Child and Family Services Society,Hazelton,BC,,,PO Box 333,4215 Government St.,,V0J 1Y0,250-842-2258,,,1-877-513-5858,,250-842-2481,,reception@gcfss.com,,,,"Gitanyow, Gitsegukla, Gitwangak, Glen Vowell, Kispiox",gicks-san,North Coast,7,
Services and Agencies,Education,,Gitksan Government Commission,Hazelton,BC,,,PO Box 335,4125 River Rd.,,V0J 1Y0,250-842-2248,,,1-800-650-5518,,250-842-6299,,info@ggc.gitxsan.com,,www.gitxsangc.com,,"Gitxsan Nation: Gitanmaax, Gitanyow, Glen Vowell, Kispiox",gicks-san,North Coast,7,
Services and Agencies,Housing Services,,Gitksan Government Commission,Hazelton,BC,,,PO Box 335,4125 River Rd.,,V0J 1Y0,250-842-2248,,,1-800-650-5518,,250-842-6299,,info@ggc.gitxsan.com,,www.gitxsangc.com,,"Gitxsan Nation: Gitanmaax, Gitanyow, Glen Vowell, Kispiox",gicks-san,North Coast,7,
First Nations,Tribal Councils/Affiliations,,Gitksan Government Commission,Hazelton,BC,,,PO Box 335,4125 River Rd.,,V0J 1Y0,250-842-2248,,,1-800-650-5518,,250-842-6299,,info@ggc.gitxsan.com,,www.gitxsangc.com,,"Gitxsan Nation: Gitanmaax, Gitanyow, Glen Vowell, Kispiox",gicks-san,North Coast,7,
Services and Agencies,Health Services,,Gitxsan Health Society,Hazelton,BC,,,PO Box 223,"4260 Government St., Gitanmaax I.R. No. 1",,V0J 1Y0,250-842-5165,,,1-800-663-9935,,250-842-5587,,ehd@gitxsanhealth.com,,,,"Gitanmaax, Kispiox and Glen Vowell Bands",gicks-san,North Coast,7,
First Nations,Tribal Councils/Affiliations,,Gitxsan Hereditary Chiefs' Office,Hazelton,BC,Hazelton,,PO Box 229,1650 Omineca St.,,V0J 1Y0,250-842-6780,,,1-866-842-6780,,250-842-6709,,,,www.gitxsan.com,,Gitxsan Treaty Society,gicks-san,North Coast,7,
First Nations,Treaty Offices,,Gitxsan Treaty Society,Hazelton,BC,,,PO Box 229,1650 Omineca St.,,V0J 1Y0,250-842-6780,,,1-866-842-6780,,250-842-6709,,,,www.gitxsan.com,,Gitxsan Hereditary Chiefs' Office,gicks-san,North Coast,7,
Services and Agencies,Legal Services,,Gitxsan Unlocking Aboriginal Justice,Smithers,BC,c/o Office of the Wet'suwet'en,,"205 Beaver Rd., Suite 1"," 1525A Hankin St., Hazelton, BC",,V0J 2N1,250-842-2200,,,1-855-342-2200,,250-842-2201,,wuaj@wetsuweten.com,,www.wetsuweten.com,,,wet-so-a-den,Nechako,8,
First Nations,First Nation Communities,,Glen Vowell Band,Sik-e-dakh,BC,,,9500 Sik-e-dakh Rd.,,,V0J 1Y3,250-842-5241,,,1-877-653-8833,,250-842-5601,,general@sik-e-dakh.com,,,,,,North Coast,7,533
Métis,Métis Nation British Columbia and Chartered Communities,,Golden Ears Métis Society,Maple Ridge,BC,Lower Mainland,,PO Box 21103 Maple Ridge Square RPO,,,V2X 1P7,604-790-9377 ,,,1-800-940-1150,,,,goldenearscc@mnbc.ca,reception@mnbc.ca,www.facebook.com/goldenearsmetis,,Metis Nation British Columbia,may-tee,Mainland/Southwest,3,
First Nations,First Nation Communities,,Gwa'sala-'Nakwaxda'xw Nation,Port Hardy,BC,,Tsulquate Band,PO Box 998,Lot 154 Tsulquate IR 4,,V0N 2P0,250-949-8343,,,,,250-949-7402,,,,,,Kwakiutl District Council,gwa-sal-a nawk-wa-dawk revised to gwa-sal-a nawk-wa-dawh,Vancouver Island/Coast,2,724
First Nations,First Nation Communities,,Gwawaenuk Tribe,Port Hardy,BC,,,45 Tsulquate Reserve,,,V0N 2P0,250-949-8732,,,,,,,gwawas@shaw.ca,,,,Musgamagw Tsawataineuk Tribal Council,gwah-way-ee-nook,Vancouver Island/Coast,2,627
Services and Agencies,Treatment and Healing Services,Residential,Gya' Wa' Tlaab Healing Centre Society,Kitamaat Village,BC,,,PO Box 1018,322 Haisla St.,,V0T 2B0,250-639-9817,,,,,250-639-9815,,,,,,National Native Addiction Partnership Foundation,geeya-wah-tlawb,North Coast,7,
First Nations,First Nation Communities,,Hagwilget Village Council,New Hazelton,BC,,,PO Box 460,On Highway 62 next to Royal Bank,,V0J 2J0,250-842-6258,,,,,250-842-6924,,vernon@hagwilget.com,,www.hagwilget.com,,,hag-wil-git,North Coast,7,534
Services and Agencies,Child and Family Services Agencies,First Nations Child and Family Services Agencies,Haida Child and Family Services Society,Masset,BC,Skidegate,,PO Box 86,162 2nd Ave.,,V0T 1M0,250-559-8400,,,855-559-8400 ,,250-559-7746,,Lyndale.george@hcfss.bc.ca,, www.hcfss.bc.ca,,Ministry of Children and Family Development,,North Coast,7,
Services and Agencies,Child and Family Services Agencies,First Nations Child and Family Services Agencies,Haida Child and Family Services Society,Masset,BC,Main Office,,PO Box 86,247 Eagle Ave.,,V0T 1M0,250-626-5257,,,1-800-626-5257,,250-626-5287,,Lyndale.george@hcfss.bc.ca,, www.hcfss.bc.ca,,Ministry of Children and Family Development,,North Coast,7,
Services and Agencies,Business and Economic Development,,Haida Gwaii Community Futures,Masset,BC,,,PO Box 40,1587 McLeod Ave.,,V0T 1M0,250-626-5594,,,1-877-559-4499,,,,office@haidagwaiifutures.ca,,www.haidagwaiifutures.ca,,"Skidegate, Old Massett",,North Coast,7,
Services and Agencies,Legal Services,Restorative Justice,"Haida Gwaii Restorative Justice, c/o Haida Tribal Society",Masset,BC,,,PO Box 130,,,V0T 1M0,250-626-3522,,,,,250-626-3502,,,,,,,,North Coast,7,
Services and Agencies,Business and Economic Development,,Haisla Nation Council,Kitamaat Village,BC,Economic Development,"Haisla Nation, Kitamaat Village Council","PO Box 1101, Haisla Post Office",500 Gitksan,,V0T 2B0,250-639-9361,,,,,250-632-2840,,brentrobinson@haisla.ca,,www.haisla.ca,,,kit-ah-mat,North Coast,7,
First Nations,First Nation Communities,,Haisla Nation Council,Kitamaat Village,BC,,"Haisla Nation, Kitamaat Village Council",PO Box 1101,500 Gitksan,,V0T 2B0,250-639-9361,,,1-888-842-4752,,250-632-2840,,reception@haisla.ca,,www.haisla.ca,,,kit-ah-mat,North Coast,7,676
First Nations,First Nation Communities,,Halalt First Nation,Chemainus,BC,,,7973 Chemainus Rd.,,,V0R 1K5,250-246-4736,,,,,250-246-2330,,,,,,Naut'sa mawt Tribal Council,hull-alt,Vancouver Island/Coast,2,645
First Nations,First Nation Communities,,Halfway River First Nation,Wonowon,BC,,,PO Box 59,16263 Halfway River Reserve,,V0C 2N0,250-772-5058,,,,,250-772-5200,,,reception@hrfn.ca,www.hrfn.ca,,Treaty 8 Tribal Association,,Northeast,9,546
Services and Agencies,Communications and Media,,Ha-Shilth-Sa Newspaper,Port Alberni,BC,,,PO Box 1383,,,V9Y 7M2,250-724-5757,,,1-877-677-1131,(Treaty Related Business),250-723-0463,,,,www.nuuchahnulth.org,,Nuu-chah-nulth Tribal Council,ha-shilth-sa,Vancouver Island/Coast,2,
Services and Agencies,Health Services,,Healthiest Babies Possible,Vancouver,BC,,,"2nd Floor, 1669 E. Broadway",,,V5N 1V9,604-675-3982,,,,,604-253-1925,,,,www.vch.ca,,Vancouver Coastal Health Authority,,Mainland/Southwest,3,
Services and Agencies,Women's Organizations,,Healthiest Babies Possible,Vancouver,BC,,,"2nd Floor, 1669 E. Broadway",,,V5N 1V9,604-675-3982,,,,,604-253-1925,,,,www.vch.ca,,Vancouver Coastal Health Authority,,Mainland/Southwest,3,
Services and Agencies,Health Services,,Indigenous Story Studio,Courtenay,BC,,Healthy Aboriginal Network,3322 Comox Rd.,,,V9N 3P8,250-898-1193,,,,,,,sean@thehealthyaboriginal.net,,www.thehealthyaboriginal.net,,,,Vancouver Island/Coast,2,
Previous Name,Health Services,,Healthy Aboriginal Network,,,,Indigenous Story Studio,,,,,,,,,,,,,,,,,,,,
Services and Agencies,Youth Organizations and Resources,,Healthy Aboriginal Network,Courtenay,BC,,,3322 Comox Rd.,,,V9N 3P8,250-898-1193,,,,,,,sean@thehealthyaboriginal.net,,www.thehealthyaboriginal.net,,,,Vancouver Island/Coast,2,
Services and Agencies,Arts and Culture,,Heiltsuk Cultural Education Centre,Bella Bella,BC,,,PO Box 880,227 Wabalisla St.,,V0T 1Z0,250-957-2626,,,,,250-957-2780,,hcec04@yahoo.com,,www.hcec.ca,,Heiltsuk Tribal Council,helts-uk,Vancouver Island/Coast,2,
Services and Agencies,Education,,Heiltsuk Cultural Education Centre,Bella Bella,BC,,,PO Box 880,227 Wabalisla St.,,V0T 1Z0,250-957-2626,,,,,250-957-2780,,hcec04@yahoo.com,,www.hcec.ca,,Heiltsuk Tribal Council,helts-uk,Vancouver Island/Coast,2,
Services and Agencies,Child and Family Services Agencies,,Heiltsuk Kaxla Society,Bella Bella,BC,Child & Family Service Program,,PO Box 754,79 Waglisla St.,,V0T 1Z0,250-957-4325,,,,,250-957-4340,,executivedirector@kaxla.org,,,,Heiltsuk Tribal Council,helts-uk kaks-la,Vancouver Island/Coast,2,
Services and Agencies,Family and Youth Services,,Heiltsuk Kaxla Society,Bella Bella,BC,Child & Family Service Program,,PO Box 754,79 Waglisla St.,,V0T 1Z0,250-957-4325,,,,,250-957-4340,,executivedirector@kaxla.org,,,,Heiltsuk Tribal Council,helts-uk kaks-la,Vancouver Island/Coast,2,
First Nations,First Nation Communities,,Heiltsuk Nation,Bella Bella,BC,,Formerly Bella Bella Indian Band,PO Box 880,,,V0T 1Z0,250-957-2381,,,1-877-957-2381,,250-957-2544,,,,,,Heiltsuk Tribal Council,helts-uk,Vancouver Island/Coast,2,538
Services and Agencies,Legal Services,Restorative Justice,Heiltsuk Tribal Council,Bella Bella,BC,Heiltsuk Gvi'ilas Community Justice Program,,PO Box 880,,,VOT 1Z0,250-957-2213,,,,,250-957-2218,,mbrown@heiltsuknation.ca,,,,,,Vancouver Island/Coast,2,
First Nations,Tribal Councils/Affiliations,,Heiltsuk Tribal Council,Bella Bella,BC,,,PO Box 880,,,V0T 1Z0,250-957-2381,,,1-877-957-2381,,250-957-2544,,,,,,Heiltsuk Nation,helts-uk,Vancouver Island/Coast,2,
Services and Agencies,"Employment, Job Search and Placement",,Helping Spirit Lodge Society,Vancouver,BC,,,3965 Dumfries St.,,,V5N 5R3,604-874-6629,,,,,604-873-4402,,reception@hsls.ca,,www.hsls.ca,,Aboriginal Homelessness Steering Committee,,Mainland/Southwest,3,
Services and Agencies,Family and Youth Services,,Helping Spirit Lodge Society,Vancouver,BC,,,3965 Dumfries St.,,,V5N 5R3,604-874-6629,,,,,604-873-4402,,reception@hsls.ca,,www.hsls.ca,,Aboriginal Homelessness Steering Committee,,Mainland/Southwest,3,
Services and Agencies,Housing Services,,Helping Spirit Lodge Society,Vancouver,BC,,,3965 Dumfries St.,,,V5N 5R3,604-874-6629,,,,,604-873-4402,,reception@hsls.ca,,www.hsls.ca,,Aboriginal Homelessness Steering Committee,,Mainland/Southwest,3,
Services and Agencies,Treatment and Healing Services,Residential,Helping Spirit Lodge Society,Vancouver,BC,,,3965 Dumfries St.,,,V5N 5R3,604-874-6629,,,,,604-873-4402,,reception@hsls.ca,,www.hsls.ca,,Aboriginal Homelessness Steering Committee,,Mainland/Southwest,3,
Services and Agencies,Women's Organizations,,Helping Spirit Lodge Society,Vancouver,BC,,,3965 Dumfries St.,,,V5N 5R3,604-874-6629,,,,,604-873-4402,,reception@hsls.ca,,www.hsls.ca,,Aboriginal Homelessness Steering Committee,,Mainland/Southwest,3,
First Nations,First Nation Communities,,Hesquiaht First Nation,Tofino,BC,,,PO Box 2000,,,V0R 2Z0,250-670-1100,,,,,250-670-1102,,,,,,Nuu-chah-nulth Tribal Council,hesh-qwee-at,Vancouver Island/Coast,2,661
First Nations,First Nation Communities,,High Bar First Nation,Clinton,BC,,,PO Box 458,1321 Cariboo Hwy.,,V0K 1K0,250-459-2117,,,,,250-459-2119,,,,,,,,Thompson/Okanagan,4,703
Services and Agencies,Friendship Centres,,Hiiye'yu Lelum (House of Friendship) Society,Duncan,BC,,,PO Box 1015,106-5462 Trans Canada Hwy.,,V9L 3Y2,250-748-2242,,,,,250-748-2238,,hofadmin@shawcable.com,,,,,he-yay-ya lay-lum,Vancouver Island/Coast,2,
First Nations,First Nation Communities,,Homalco First Nation,Campbell River,BC,,,1218 Bute Cres.,,,V9H 1G5,250-923-4979,,,1-800-288-0806,,250-923-4987,,,,www.homalco.com,,,hoe-mall-co,Vancouver Island/Coast,2,552
Previous Name,First Nation Communities,,Hope Indian Band,Hope,BC,,see Chawathil First Nation,,,,,,,,,,,,,,,,,,Unassigned,1,
Services and Agencies,Family and Youth Services,,Hulitan Family and Community Services Society,Victoria,BC,,,902A Caledonia Ave.,,,V8T 1E8,250-384-9466,,,,,250-384-9467,, lbrown@hulitan.ca,,www.hulitan.ca,,,hull-eet-n,Vancouver Island/Coast,2,
First Nations,Treaty Offices,,Hul'qumi'num Treaty Group,Duncan,BC,,,PO Box 21018,200 Cowichan Way,,V9L 0C2,778-422-2660,,,1-888-987-3289,,778-422-2663,,info@hulquminum.bc.ca,,,,"Chemainus, Cowichan, Halalt, Lake Cowichan, Lyackson, Penelakut",hull-qui-mee-num revised to hull-kuh-mee-num,Vancouver Island/Coast,2,
First Nations,First Nation Communities,,Hupacasath First Nation,Port Alberni,BC,,,PO Box 211,5500 Ahahswinis Dr.,,V9Y 7M7,250-724-4041,,,,,250-724-1232,,,,www.hupacasath.ca,,,who-patch-eh-set revised to ho-putch-eh-set,Vancouver Island/Coast,2,664
Services and Agencies,Business and Economic Development,,Huu-ay-aht Development Corporation,Port Alberni,BC,,,"Unit B, 4644 Adelaide St.",,,V9Y 6N4,778-421-2663,,,,,778-421-2664,,tracy.w@huuayaht.com,,http://hfndevelopmentlp.org/,,"Nuu-chah-nulth Tribal Council, Maa-nulth First Nations, Huu-ay-hat First Nations",who-way-at revised to ho-ay-at,Vancouver Island/Coast,2,
